,text,sentiment,clean_message
308,I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  ,0,im translat movi live first movi 5year work experi find offens intellig
309,"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  ",0,someon strive great poetri deliv muddl often ridicul stori bunch dispar scene pretenti dialogu get bad kind movi review accur defin pretenti crap
310,"To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  ",0,find movi intellig even master say intellig imagin obvious use tri make sens piti attempt human natur tri make sens thing
311,"One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  ",0,one thing toler polit incorrect well im artist freedom suspens disbelief slavic femal charact much
312,This is such a fun and funny movie.  ,1,fun funni movi
313,Highly entertaining at all angles.  ,1,highli entertain angl
314,"It features an outlandish array of memorable, psychotic but lovable nuts.  ",1,featur outlandish array memor psychot lovabl nut
315,"So for our enjoyment we get to see them run around, play games, and be dangerous.  ",1,enjoy get see run around play game danger
316,It even has its sweet moments.  ,1,even sweet moment
317,The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  ,1,telephon repair man realli funni reaction nut bitchi bo truli genuin
318,All the characters in this film are tremendously well played.  ,1,charact film tremend well play
319,And I really did find them funny.  ,1,realli find funni
320,This is actually a very smart movie.  ,1,actual smart movi
321,There is a brilliant twist ending.  ,1,brilliant twist end
322,I love it.  ,1,love
323,"The ending is so, SO perfect... you'll shed a tear.  ",1,end perfect youll shed tear
324,I am so thrilled after seeing a movie like this.  ,1,thrill see movi like
325,I will never forget it now.  ,1,never forget
326,It is not just a cult... it is a cult CLASSIC.  ,1,cult cult classic
327,Which has more depth and character than the man underneath it.  ,0,depth charact man underneath
328,The Malta settings are as dry and as barren as the dialogue.  ,0,malta set dri barren dialogu
329,This movie is terrible.  ,0,movi terribl
330,"The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  ",0,hockey scene terribl defensemen play like theyr 5 year old goali dive shot 10 foot wide net etc
331,"For those that haven't seen it, don't waste your time!  ",0,havent see dont wast time
332,To call this movie a drama is ridiculous!  ,0,call movi drama ridicul
333,Started watching this but didn't believe in any of the characters.  ,0,start watch didnt believ charact
334,In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  ,0,particular relationship bakeri assist waitress didnt work
335,It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  ,0,superfici movi give feel watch play rather film
336,The characters were very 'stagey' and the storyline was a lot like a stage farce.  ,0,charact stagey storylin lot like stage farc
337,By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  ,0,time pyromaniac waylaid assist bore didnt care happen next switch
338,Glad I didn't pay to see it.  ,0,glad didnt pay see
339,Didn't laugh or even smile once.  ,0,didnt laugh even smile
340,But it wasn't anything at all just one big yawn...  ,0,wasnt anyth one big yawn
341,It is a really good show to watch.  ,1,realli good show watch
342,It is very educational for children 1 to 8 years old.  ,1,educ child 1 8 year old
343,Barney is definitely super DE duper.  ,1,barney definit super de duper
344,is pretty funny.  ,1,pretti funni
345,Babie Bop is very cute.  ,1,babi bop cute
346,The kids are very cool too.  ,1,kid cool
347,"But ""Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  ",0,storm trooper even bad enough make list wonder terribl movi
348,It's just lame.  ,0,lame
349,The guy who said he's had better dialogue with his potted plants has it right.  ,0,guy say he well dialogu pot plant right
350,Everything about this movie is stupid.  ,0,everyth movi stupid
351,"Even if you love bad movies, do not watch this movie.  ",0,even love bad movi watch movi
352,It is shameful.  ,0,shame
353,I would give this television series a 10 plus if i could.  ,1,would give televis seri 10 plu could
354,"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ",1,writer smack think best actor actress bonu showthes charact real
355,I must say I have taped most of the episodes and i find myself watching them over and over again.  ,1,must say tape episod find watch
356,Now you know why I gave it a 10+!  ,1,know give 10
357,"I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  ",1,dont know exactli movi latch endear movi becom special part famili memori
358,I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  ,1,total absolut recommend movi anyon like good wholesom famili movi exactli
359,The things that the four kids get themselves into is absolutely hilarious to watch.  ,1,thing four kid get absolut hilari watch
360,This is one of the best movies out there that shows such strong sibling bond for each other.  ,1,one best movi show strong sibl bond
361,"Much more interesting, more action, more suspense, and less of the unneeded controversy.  ",1,much interest action suspens less unneed controversi
362,Everything from acting to cinematography was solid.  ,1,everyth act cinematographi solid
363,Definitely worth checking out.  ,1,definit worth check
364,Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  ,1,damian talent versatil mani way write portray differ charact screen
365,This movie has a cutting edge to it.  ,1,movi cut edg
366,"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  ",1,pleas know modern day geniu let passion art drive take u audienc
367,"The new characters weren't all that memorable, and I found myself forgetting who was who.  ",0,new charact werent memor found forget
368,I felt as though her going to Ireland did absolutely nothing whatsoever.  ,0,felt though go ireland absolut noth whatsoev
369,"It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  ",0,didnt make scare horrifi make sympathet toward charact simpli annoy
370,The jerky camera movements were also annoying.  ,0,jerki camera movement also annoy
371,The plot was the same as pretty much every other cheap horror.  ,0,plot pretti much everi cheap horror
372,"There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  ",0,pathet attempt give charact depth didnt realli work rest plot
373,"I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  ",0,guess suppos clever twist shed light situat stupid
