,text
469,"A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  "
470,Even the squibs look awful.  
471,At no point in the proceedings does it look remotely like America.  
472,"The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  "
473,The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  
474,"I was very uneasy with how bad this movie was, but not scared at all.  "
475,The dialogue is composed of things that make little sense.  
476,"About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  "
477,The directing is sloppy at best.  
478,"Hackneyed writing, certainly, but made even worse by the bad directing.  "
479,"Of course, the acting is blah.  "
480,The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  
481,"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  "
482,"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  "
483,"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  "
484,"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  "
485,"This movie was kind of long in length, but I enjoyed every minute of it.  "
486,Overall I rate this movie a 10 out of a 1-10 scale.  
487,"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  "
488,"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  "
489,It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  
490,"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  "
491,"This movie creates its own universe, and is fascinating in every way.  "
492,But this movie really got to me.  
493,See it.  
494,"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  "
495,"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  "
496,This movie is a good and humorous comment on life in 2006.  
497,"I found this move beautiful, enjoyable, and uplifting.  "
498,"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.  "
499,Later I found myself lost in the power of the film.  
500,The entire audience applauded at the conclusion of the film.  
501,"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  "
502,Duris has a wholesome appearance and gives a fine performance.  
503,The rest of the cast also play well.  
504,Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  
505,About ten minutes into this film I started having second thoughts.  
506,About half way through this film I started to dislike it.  
507,"By the time the film ended, I not only disliked it, I despised it.  "
508,What this film lacks is a convincing script.  
509,The script looks as if only a rough draft was written and shooting began before a finished script was completed.  
510,"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  "
511,The cast is good.  
512,"For that, it's worth checking out.  "
513,This is probably the most irritating show I have ever seen in my entire life.  
514,It is indescribably the most annoying and idiotic show I have ever seen.  
515,Everything about it is just bad.  
516,"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  "
517,"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  "
518,"The casting is also horrible, cause all you see is a really really BAD Actors, period.  "
519,Final Word: This Show is a real torture!!  
520,It is zillion times away from reality.  
521,Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  
522,Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  
523,20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  
524,"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  "
525,From here on the Widmark character turns unintentionally comical!  
526,His losing his marbles so early in the proceedings is totally implausible and unconvincing.  
527,And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  
528,Whatever prompted such a documentary is beyond me!  
